Gloss,Class (Bowern 2007),Portuguese,Spanish,French,Korlai,Source Korlai,Daman,Source Daman,Diu,Source Diu,Sri Lanka PT,Source Sri Lanka PT,Kannur,Source Kannur,Malacca,Source Malacca,Macao,Source Macau,Tugu/Batavia,Source Tugu/Batavia,Santiago CV,Source Santiago CV,Santo Antão CV,Source Santo Antão CV,São Vicente CV,Source São Vicente CV,Fogo CV,Source Fogo CV,Brava CV,Source Brava CV,Santome,Source Santome CV,Fá d'Ambô,Source Fá d'Ambô,Principense,Source Principense,Angolar,Source Angolar,Guinea Bissau,Source Guinea Bissau,Casamancese,Source Casamancese,Papiamento,Source Papiamento,Palenquero,Source Palenquero,Cavite Chabacano,Source Cavite Chabacano,Ternate Chabacano,Source Ternate Chabacano,Zamboanga Chabacano,Source Zamboanga Chabacano,Karipuna,Source Karipuna,Guianese,Source Guianese,Louisiana,Source Louisiana,Haitian,Source Haitian,Guadeloupean,Source Guadeloupean,Martinican,Source Martinican,Saint Lucian,Source Saint Lucian,Mauritian,Source Mauritian,Réunionese,Source Réunionese,Seychellois,Source Seychellois
all,quant,todo,todo,tout,tud,Clements2012,tud,Clements2012,tud,Clements2012,tudu,Clements2012,tudə,Clements2012,tudu,BaxterSilva2004,tudu,FernandesBaxter2001,tudu,Maurer2011,tudu,Quint1998,tud,Baptista2014,tudu,Swolkien2015,tudu,Tavares2020,tudu,Baptista2019,tudu,AraujoHagemeijer2013,tudu,HagemeijerMaurer-CecchiniSegorbe2020,tudu,Bandeira2017,tudu,Bandeira2017,tudu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,tudu,Biagui2012,tuɾ,Quint2000,too,Schwegler2000,todu,Diccionario2008,todu,Sippola2011,todu,DeCastro2019,tut,Tobler 1983,tut,Barthèlemi 2007,tu,Valdman et al. 1999,tu,Wittmann 1973,tut,Barbotin & Tourenux 2000,tut,Confiant 2007,tut,Frank 2001,tu,Wittmann 1973,tu,Baker 1982,tu,Baker 1982
and,conj,e,"y, e",et,ani,Clements2011,ku,Clements2011,ku,Clements2012,kum,Clements2012,kum,Clements2012,ku,BaxterSilva2004,e,FernandesBaxter2001,dan,Maurer2011,ku,Quint1998,i,Baptista2019,i,Baptista2019,ku,Baptista2019,ku,Baptista2019,i,AraujoHagemeijer2013,a,HagemeijerMaurer-CecchiniSegorbe2020,i,Araujo2012,ki,Cosme2014,ɛ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,i,Biagui2012,i,JacobsHoyer2018,i,Schwegler2000,i,Diccionario2008,i,Sippola2011,i,DeCastro2019,ke,Tobler 1983,ke,Barthèlemi 2007,e,Valdman et al. 1999,e,Wittmann 1973,ɛk,Barbotin & Tourenux 2000,ɛk,Confiant 2007,avɛk,Mondesir 1992,ek,Wittmann 1973,,,e,"Michaelis, Rosalie & Muhme 2009"
animal,animal,animal,animal,animal,animal,Clements2011,animal,Clements2011,animal,Clements2012,animaːl,Clements2012,animal,Clements2012,animal,BaxterSilva2004,bitʃu,FernandesBaxter2001,animal,Maurer2011,bitʃu,Quint1998,bitʃ,Baptista2014,ɐnimal,Baptista2019,limaɾjɐ,Baptista2019,limaɾjɐ,Baptista2019,bisu,AraujoHagemeijer2013,limaja,Bandeira2017,nimalɪ,Araujo2012,biθu,Cosme2014,limaɾia,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,limariɟa,Biagui2012,animal,JacobsHoyer2018,anima,Estrada2005,animal,Diccionario2008,animal,Sippola2011,animal,DeCastro2019,bɛt,Tobler 1987,bɛt,Barthèlemi 2007,betaj,Valdman et al. 1999,bɛt,Wittmann 1973,bɛt,Barbotin & Tourenux 2000,bet,Confiant 2007,zãnimo,Mondesir 1992,zanimo,Wittmann 1973,,,zãnimo,"Michaelis, Rosalie & Muhme 2009"
ashes,environment,cinza,ceniza,cendre,sints,Clements2011,sĩz,Clements2011,sĩz,Clements2012,siːnza,Clements2012,sinzə,Clements2012,sinza,BaxterSilva2004,,,sindʒa,Maurer2011,sĩsɐ,Quint1998,sĩz,Baptista2014,sĩzɐ,Baptista2019,sĩza,Baptista2019,sĩza,Baptista2019,ʃĩdʒa,AraujoHagemeijer2013,ʃĩzɐ,Cosme2014,ʃize,Araujo2012,xĩdʒa,Cosme2014,sĩsa,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,sĩsa,Biagui2012,ʃiniʃa,Quint2000,sinisa,Hancock1975,sinisa,Diccionario2008,sinisa,Sippola2011,sinisa,DeCastro2019,sãn,Tobler 1987,san,Barthèlemi 2007,lasãn,Valdman et al. 1999,sã,Wittmann 1973,sãn,Barbotin & Tourenux 2000,sãn,Confiant 2007,sãn,Frank 2001,lasan,Wittmann 1973,sã,Baker 1982,lasã,Baker 1982
at,location,"em, no, na","en, a",a,nə,Clements2012,nə,Clements2012,pɛɾtdə,Clements2012,ntu,Clements2012,,,na,BaxterSilva2004,na,FernandesBaxter2001,,,nɐ,Quint1998,nɐ,Baptista2014,nɐ,Swolkien2015,nɐ,Baptista2019,nɐ,Baptista2019,ni,AraujoHagemeijer2013,ɛ̃,Cosme2014,na,Cosme2014,ni,Cosme2014,,,,,na,JacobsHoyer2018,en,Estrada2005,na,Diccionario2008,na,Sippola2011,na,DeCastro2019,la,Tobler 1983,la,Barthèlemi 2007,a,Valdman et al. 1999,a,Wittmann 1973,a,Barbotin & Tourenux 2000,pakote,Confiant 2007,a,Mondesir 1992,a,Wittmann 1973,,,kot,"Michaelis, Rosalie & Muhme 2009"
back,body part,costas,espalda,dos,kɔs,Clements2012,kɔs,Clements2011,kɔs,Clements2012,kɔːsta,Clements2012,kɔstə,Clements2012,kosta,BaxterSilva2004,kosta,FernandesBaxter2001,kosta,Maurer2011,kɔstɐ,Quint1998,kɔʃtɐ,Baptista2019,kɔʃtɐ,Baptista2019,kostɐ,Baptista2019,kostɐ,Baptista2019,ˈtlaʃi,AraujoHagemeijer2013,lomba,HagemeijerMaurer-CecchiniSegorbe2020,taːʃi,Cosme2014,nθusi,Cosme2014,kosta,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ˈkosta,Biagui2012,lomba,JacobsHoyer2018,lomo,Mercado2026,ispalda,Diccionario2008,tɾas,Sippola2011,atɾas,DeCastro2019,do,Tobler 1983,do,Barthèlemi 2007,lanvɛɾ,Valdman et al. 1999,dɔ,Wittmann 1973,do,Barbotin & Tourenux 2000,do,Confiant 2007,do,Mondesir 1992,ledo,Wittmann 1973,,,ledo,"Michaelis, Rosalie & Muhme 2009"
bad,adjective,mau,malo,mauvais,maw,Clements2011,maw,Clements2011,mal,Clements2012,maːl,Clements2012,mizəɾal,Clements2012,mal,BaxterSilva2004,maw,FernandesBaxter2001,mal,Maurer2011,mɔw,Quint1998,mal,Baptista2014,maw,Baptista2019,maw,Baptista2019,maw,Baptista2019,ma,AraujoHagemeijer2013,maw,HagemeijerMaurer-CecchiniSegorbe2020,rwĩ,Araujo2012,buːku,Cosme2014,maw,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,fedi,Biagui2012,malu,JacobsHoyer2018,malo,Dieck2000,malu,Diccionario2008,malu,Sippola2011,mal,DeCastro2019,mal,Tobler 1983,mal,Barthèlemi 2007,move,Valdman et al. 1999,move,Wittmann 1973,move,Barbotin & Tourenux 2000,move,Confiant 2007,move,Mondesir 1992,move,Wittmann 1973,,,movɛ,"Michaelis, Rosalie & Muhme 2009"
bark,environment,casca,corteza,écorce,albsukas,Clements2011,kas,Clements2011,kask,Clements2012,paːʈa,Clements2012,ælvəɾisəpæli,Clements2012,kaska,BaxterSilva2004,,,kaski,Maurer2011,kaskɐ,Quint1998,kaʃkɐ,Baptista2014,ɾõ,Baptista2019,ɾamu,Tavares2020,kaskɐ di po,Baptista2019,kaʃika,AraujoHagemeijer2013,xɔxa,Cosme2014,ukpaka,Araujo2012,kaʃka,Cosme2014,kaʃkɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,kaska,Quint2000,,,,,,,,,lapo,Tobler 1987,lapo,Barthèlemi 2007,lekɔrʃ,Valdman et al. 1999,ekɔs,Wittmann 1973,lapo pjebwa,Barbotin & Tourenux 2000,lapo pjebwa,Confiant 2007,lapo,Frank 2001,lekoɣs,Wittmann 1973,po,Baker 1982,lekɔɔs,Baker 1982
because,conj,porque,porque,parce que,kaɾən,Clements2011,puɾke,Clements2011,pəɾke,Clements2012,kiːpaseː,Clements2012,swidə,Clements2012,kawzu,BaxterSilva2004,pɾamoɾdi,FernandesBaxter2001,aka bida,Maurer2011,pɐmɔdi,Quint1998,pke,Baptista2014,puɾke,Baptista2019,pɐmɔdi,Baptista2019,pɐmɔdi,Baptista2019,pluke,Bandeira2017,pɔke,Bandeira2017,poke,Araujo2012,kõtuma,Bandeira2017,pɐbiɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pabiɟa,Biagui2012,komo,JacobsHoyer2018,pokke,Schwegler2000,puɾkasa,Diccionario2008,kasi,Sippola2011,kaj,DeCastro2019,pase,Tobler 1983,paske,Barthèlemi 2007,paɾske,Valdman et al. 1999,paskɛ,Wittmann 1973,padavɣe,Barbotin & Tourenux 2000,pas,Confiant 2007,pas,Mondesir 1992,akoz,Wittmann 1973,pask,Stein 1984,akoz,"Michaelis, Rosalie & Muhme 2009"
belly,body part,barriga,"barriga, vientre",ventre,bʰaɾig,Clements2011,baɾig,Clements2011,baɾig,Clements2012,baɾiːja,Clements2012,baʀigə,Clements2012,bariga,BaxterSilva2004,bariga,FernandesBaxter2001,baɾiga,Maurer2011,bɐɾigɐ,Quint1998,beɾig,Baptista2019,beʀigɐ,Baptista2019,bɐɾigɐ,Tavares2020,baɾigɐ,Baptista2019,bɛgɐ,Bandeira2017,bɛga,Bandeira2017,bwɛgɐ,Araujo2012,bɛgɐ,Bandeira2017,bariga,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,bariga,Biagui2012,baɾika,Quint2000,baɾika,Dieck2000,bariga,Diccionario2008,bahɾiga,Sippola2011,bahɾiga,DeCastro2019,vã,Tobler 1983,vãt,Barthèlemi 2007,vãnt,Valdman et al. 1999,vãt,Wittmann 1973,budɛ̃,Barbotin & Tourenux 2000,budɛ̃,Confiant 2007,budɛ̃,Frank 2001,vãt,Wittmann 1973,vãt,Baker 1982,vãt,Baker 1982
big,adjective,grande,grande,grand,gɾan,Clements2011,gɾan,Clements2011,gɾan,Clements2012,gɾaːndi,Clements2012,gɾandi,Clements2012,grandi,BaxterSilva2004,gɾa̜ndi,FernandesBaxter2001,gɾandi,Maurer2011,gɾɐ̃di,Quint1998,gɾãŋd,Baptista2019,gɾãd,Swolkien2015,gɾãdi,Baptista2019,gɾãdi,Baptista2019,godo,AraujoHagemeijer2013,ŋaːndʒi,HagemeijerMaurer-CecchiniSegorbe2020,gani,Araujo2012,ŋaj,Cosme2014,gaɾandɪ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,gaɾandi,Biagui2012,gɾandi,Quint2000,ngande,Schwegler2000,gɾandi,Diccionario2008,gɾandi,Sippola2011,gɾandi,DeCastro2019,gho,Tobler 1983,gʁã,Barthèlemi 2007,gɾã,Valdman et al. 1999,gɣã,Wittmann 1973,gɣã,Barbotin & Tourenux 2000,gɣã,Confiant 2007,gwo,Frank 2001,gɣã,Wittmann 1973,gʀo,Baker 1982,gɣã,Baker 1982
bird,animal,pássaro,pájaro,oiseau,pas,Clements2011,pasaɾiɲ,Clements2011,pasaɾiŋ,Clements2012,paːstɾu,Clements2012,pastɾə,Clements2012,pastu,BaxterSilva2004,pastɾu,FernandesBaxter2001,pastəɾ,Maurer2011,pasu,Quint1998,pɔs,Baptista2014,pɔs,Baptista2019,pasu,Baptista2019,pasu,Baptista2019,bisudaza,AraujoHagemeijer2013,paːtu,HagemeijerMaurer-CecchiniSegorbe2020,pasu,Araujo2012,situ,Cosme2014,pastru,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pastur,Biagui2012,paɾa,Quint2000,pahaɾo,Schwegler2000,paharu,Diccionario2008,paharu,Ocampo1947,paharu,DeCastro2019,zozo,Tobler 1983,zozo,Barthèlemi 2007,zwazo,Valdman et al. 1999,zwezo,Wittmann 1973,zwezo,Barbotin & Tourenux 2000,zwezo,Confiant 2007,ʒibje,Frank 2001,zozo,Wittmann 1973,zwazo,Baker 1982,zozo,Baker 1982
bite,body verb,morder,morder,modrde,muɾde,Clements2011,muɾde,Clements2011,muɾde,Clements2012,muɾda,Clements2012,muɾdɛ,Clements2012,mudre,BaxterSilva2004,katʃi,FernandesBaxter2001,moɾdi,Maurer2011,moɾdi,Quint1998,moɾde,Baptista2019,moɾde,Baptista2019,moɾde,Baptista2019,moɾde,Baptista2019,mode,Bandeira2017,mũda,Bandeira2017,mode,Araujo2012,mode,Bandeira2017,murdɪ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,moɾde,Biagui2012,moɾde,Quint2000,tʃikote,Mercado2026,muldi,Diccionario2008,moɾde,Sippola2011,muɻde,DeCastro2019,mɔde,Tobler 1983,mode,Barthèlemi 2007,mɔɾd,Valdman et al. 1999,mɔde,Wittmann 1973,mɔd,Barbotin & Tourenux 2000,mode,Confiant 2007,mɔde,Frank 2001,moɣde,Wittmann 1973,mɔɔde,Baker 1982,mɔɔd,Baker 1982
black,colour,preto,negro,noir,pɾet,Clements2011,pɾet,Clements2011,pɾet,Clements2012,pɾɛːtu,Clements2012,pɾetə,Clements2012,pretu,BaxterSilva2004,pɾetu,FernandesBaxter2001,pɾetu,Maurer2011,pɾɛtu,Quint1998,pɾet,Baptista2019,pɾet,Baptista2019,pɾetu,Baptista2019,pɾetu,Baptista2019,plɛtu,Bandeira2017,pɛːtu,Bandeira2017,pɛːtu,Araujo2012,pɛːtu,Bandeira2017,pɾɛtu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pretu,Biagui2012,pɾetu,Quint2000,pɾjeto,Dieck2000,negɾu,Diccionario2008,pɾjetu,Sippola2011,negɾu,DeCastro2019,nwɛ,Tobler 1983,nwɛ,Barthèlemi 2007,nwaɾ,Valdman et al. 1999,nwa,Wittmann 1973,nwɛ,Barbotin & Tourenux 2000,nwɛ,Confiant 2007,nwɛ,Frank 2001,nwaɣ,Wittmann 1973,nwaʀ,Baker 1982,nwaa,Baker 1982
blood,animal product,sangue,sangre,sang,sajŋ,Clements2011,sajŋ,Clements2011,saŋ,Clements2012,saːngi,Clements2012,sangi,Clements2012,saŋgi,BaxterSilva2004,sangui,FernandesBaxter2001,saŋgi,Maurer2011,sɐ̃gi,Quint1998,sẽŋg,Baptista2019,sãg,Baptista2019,sãgi,Baptista2019,sãgi,Baptista2019,sɐ̃gi,Bandeira2017,sɐ̃gi,Bandeira2017,sɐ̃gɪ,Araujo2012,θɐ̃gɪ,Bandeira2017,sangui,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,saŋəɾ,Quint2000,pola,Schwegler2000,saŋgɾi,Diccionario2008,saŋgɾi,Sippola2011,saŋgɾi,DeCastro2019,dʒisã,Tobler 1983,disã,Barthèlemi 2007,sã,Valdman et al. 1999,sã,Wittmann 1973,sã,Barbotin & Tourenux 2000,sã,Confiant 2007,sã,Frank 2001,disã,Wittmann 1973,sã,Baker 1982,ɟisã,Baker 1982
blow,body verb,soprar,soplar,souffler,supɾa,Clements2011,supɾa,Clements2011,asupɾa,Clements2012,sufɾaː,Clements2012,supɾa,Clements2012,sufra,BaxterSilva2004,supɾa̹,FernandesBaxter2001,supɾa,Maurer2011,sɔpɾɐ,Quint1998,sopɾa,Baptista2019,sopɾa,Baptista2019,sopɾɐ,Baptista2019,sopɾɐ,Baptista2019,sɔpla,Bandeira2017,fofo,Bandeira2017,sɔpa,Araujo2012,θɔpa,Bandeira2017,supra,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,supra,Biagui2012,supla,JacobsHoyer2018,bahja,Mercado2026,,,supla,Sippola2011,supla,DeCastro2019,sufle,Tobler 1987,sufle,Barthèlemi 2007,sufle,Valdman et al. 1999,sufle,Wittmann 1973,sufle,Barbotin & Tourenux 2000,sufle,Confiant 2007,sufle,Mondesir 1992,sufle,Wittmann 1973,,,sufle,"Michaelis, Rosalie & Muhme 2009"
bone,animal product,osso,hueso,os,os,Clements2011,os,Clements2011,os,Clements2012,oːsu,Clements2012,osə,Clements2012,osu,BaxterSilva2004,,,osu,Maurer2011,osu,Quint1998,os,Baptista2019,os,Baptista2019,osu,Baptista2019,osu,Baptista2019,ɔsɔ,Bandeira2017,ɔsɔ,Bandeira2017,ɔsu,Araujo2012,ɔsɔ,Bandeira2017,ɔs,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,wos,Biagui2012,wesu,Quint2000,gweso,Moñino2002,wesu,Escalante2005,wesu,Sippola2011,wesu,DeCastro2019,zo,Tobler 1983,,,dezo,Valdman et al. 1999,zo,Wittmann 1973,zo,Barbotin & Tourenux 2000,zo,Confiant 2007,zo,Frank 2001,lezo,Wittmann 1973,zo,Baker 1982,lezo,Baker 1982
breast,body part,peito,pecho,"sein, poitrine",pejt,Clements2011,pet,Clements2011,pet,Clements2012,peːtu,Clements2012,petə,Clements2012,petu,BaxterSilva2004,,,mama,Maurer2011,petu,Quint1998,,,,,mamɐ,Tavares2020,,,petu,AraujoHagemeijer2013,,,pɛna,Araujo2012,,,pitu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pitu,Biagui2012,petʃu,Quint2000,teta,Moñino2002,petʃu,Diccionario2008,petʃu,Sippola2011,petʃu,DeCastro2019,pothĩn,Tobler 1983,potʁin,Barthèlemi 2007,sɛ̃,Valdman et al. 1999,,,tete,Barbotin & Tourenux 2000,"fal, tete",Confiant 2007,tete,Frank 2001,tete,Wittmann 1973,tete,Baker 1982,tete,Baker 1982
breathe,body verb,respirar,respirar,respirer,suskaɾtuma,Clements2011,ɾeʃpɾa,Clements2011,,,,,,,pusabafu,BaxterSilva2004,,,,,da folgu,Quint1998,,,,,,,,,,,,,,,,,rɨʃpiɾɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,ɾespiɾa,JacobsHoyer2018,,,ɾisulja,Diccionario2008,risulja,Ocampo1947,,,,,,,ɾɛspiɾe,Valdman et al. 1999,sufle,Wittmann 1973,ɣespiɣe,Barbotin & Tourenux 2000,ɣespiɣe,Confiant 2007,wespiwe,Mondesir 1992,ɣespiɣe,Wittmann 1973,,,ɣespiɣe,"Michaelis, Rosalie & Muhme 2009"
burn,environment,kejmaɾ,quemar,bruler,kima,Clements2011,kima,Clements2011,kima,Clements2012,kimaː,Clements2012,kima,Clements2012,kema,BaxterSilva2004,kima̹,FernandesBaxter2001,kima,Maurer2011,kemɐ,Quint1998,psi,Baptista2014,kema,Baptista2019,kemɐ,Tavares2020,kemɐ,Baptista2019,kɛma,Bandeira2017,kama,Bandeira2017,kɛma,Araujo2012,kɛma,Bandeira2017,kɛmɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,kima,Quint2000,kema,Hancock1975,kima,Diccionario2008,kema,Sippola2011,kima,DeCastro2019,bule,Tobler 1983,bule,Barthèlemi 2007,bɾule,Valdman et al. 1999,bule,Wittmann 1973,bɣile,Barbotin & Tourenux 2000,bɣile,Confiant 2007,bwile,Frank 2001,bɣile,Wittmann 1973,bʀile,Baker 1982,bɣile,Baker 1982
child,human,kɾiɐ̃sɐ,niño,enfant,kɾijãs,Clements2011,kɾijãs,Clements2011,kɾiãs,Clements2012,kɾijaːnsa,Clements2012,kɾijansə,Clements2012,krensa,BaxterSilva2004,kjansa,FernandesBaxter2001,filu,Maurer2011,mininu,Quint1998,mnin,Baptista2014,mnin,Swolkien2015,mininu,Tavares2020,mininu,Baptista2019,ɐ̃zu,Bandeira2017,ɐ̃nzu,Bandeira2017,ɐ̃zu,Araujo2012,ɐ̃ðu,Bandeira2017,mininu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,aɲɟu,Biagui2012,mutʃa,Jacobs2012,mona,Schwegler2000,kɾatuɾa,Diccionario2008,kɾijatuɾa,Sippola2011,anak,DeCastro2019,tʃimũ,Tobler 1983,piti,Barthèlemi 2007,piti,Valdman et al. 1999,timun,Wittmann 1973,ci mamaj,Barbotin & Tourenux 2000,cimãmaj,Confiant 2007,mãmaj,Mondesir 1992,zãfã,Wittmann 1973,zãfã,Stein 1984,pici,"Michaelis, Rosalie & Muhme 2009"
cloud,environment,nuvẽ,nube,nuage,ɖʰəg,Clements2011,nuʋ,Clements2011,nuʋ,Clements2012,moːʋis,Clements2012,mekham,Clements2012,nubis,BaxterSilva2004,,,nuves,Maurer2011,nɛbwɐ,Quint1998,neva,Baptista2019,nuvẽ,Baptista2019,nuvi,Tavares2020,nubẽ,Baptista2019,novi,Bandeira2017,novi,Bandeira2017,novi,Araujo2012,mbɔsi,Bandeira2017,nuvẽ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,nubis,Biagui2012,nubia,Quint2000,nube,Schwegler1996,nubi,Diccionario2008,ulan,Sippola2011,,,nwaʒ,Tobler 1983,nijaʒ,Barthèlemi 2007,nuaʒ,Valdman et al. 1999,nwaʒ,Wittmann 1973,nijaʒ,Barbotin & Tourenux 2000,nijaʒ,Confiant 2007,nwaʒ,Frank 2001,njaz,Wittmann 1973,njaz,Baker 1982,njaz,Baker 1982
cold,adjective,fɾiw,frío,fʁwa,fɾiw,Clements2011,fɾi,Clements2011,fɾi,Clements2012,fɾiːju,Clements2012,fɾiw,Clements2012,friw,BaxterSilva2004,fɾiw,FernandesBaxter2001,fɾiw,Maurer2011,fɾiw,Quint1998,fɾi,Baptista2019,fɾiw,Baptista2019,fɾiw,Tavares2020,fɾiw,Baptista2019,fjo,Bandeira2017,fiu,Bandeira2017,fjo,Araujo2012,fio,Bandeira2017,fɾiw,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,fɾiw,Biagui2012,fɾiw,Quint2000,fɾio,Hancock1975,pɾiju,Diccionario2008,pɾiju,Sippola2011,pɾiw,DeCastro2019,fwɛ,Tobler 1983,fʁɛ,Barthèlemi 2007,fɾe,Valdman et al. 1999,fwɛt,Wittmann 1973,fwɛt,Barbotin & Tourenux 2000,fwɛt,Confiant 2007,fwɛt,Frank 2001,fɣe,Wittmann 1973,fʀe,Baker 1982,fɣe,Baker 1982
come,motion,viɾ,venir,vəniʁ,ʋi,Clements2011,ʋi,Clements2011,ʋi,Clements2012,ʋiː,Clements2012,ʋi,Clements2012,beŋ,BaxterSilva2004,veŋ,FernandesBaxter2001,bi,Maurer2011,bẽ,Quint1998,ben,Baptista2019,bẽ,Swolkien2015,bẽ,Baptista2019,bẽ,Baptista2019,bi,Bandeira2017,bi,Bandeira2017,vika,Araujo2012,bi,Bandeira2017,bĩŋ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,beŋ,Biagui2012,bini,Quint2000,mini,Schwegler2000,beni,Diccionario2008,bini,Sippola2011,liga,DeCastro2019,vĩ,Tobler 1983,vini,Barthèlemi 2007,vini,Valdman et al. 1999,vin,Wittmann 1973,vini,Barbotin & Tourenux 2000,vini,Confiant 2007,vini,Frank 2001,vini,Wittmann 1973,vnii,Baker 1982,vini,Baker 1982
correct,adjective,kuʀɛtu,correcto,ʒyst,dɾɛtuɾ,Clements2012,dɾet,Clements2012,dɾet,Clements2012,dɾetu,Clements2012,,,retu,BaxterSilva2004,ʒustu,,dɾetu,Maurer2011,sɛɾtu,Quint1998,dɾet,Baptista2019,dɾetu,Swolkien2015,dɾetu,Baptista2019,dɾetu,Baptista2019,sɛtu,AraujoHagemeijer2013,,,,,,,sɛɾtu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,koɾekto,JacobsHoyer2018,,,hustu,Diccionario2008,tupaw,Sippola2011,hustu,Camins1999,ʒis,Tobler 1983,ʒist,Barthèlemi 2007,koɾɛk,Valdman et al. 1999,ɣezõ,Wittmann 1973,koɣɛk,Barbotin & Tourenux 2000,koɣek,Confiant 2007,kɔwek,Mondesir 1992,ɣezõ,Wittmann 1973,,,koɣek,"Michaelis, Rosalie & Muhme 2009"
count,misc verb,kõtaɾ,contar,kɔ̃te,kota,Clements2011,konta,Clements2011,kõta,Clements2012,kontaː,Clements2012,konte,Clements2012,konta,BaxterSilva2004,konta̹,FernandesBaxter2001,,,kõtɐ,Quint1998,kõnta,Baptista2014,kõta,Baptista2019,kõta,Baptista2019,kõta,Baptista2019,kõta,AraujoHagemeijer2013,xɔ̃ta,HagemeijerMaurer-CecchiniSegorbe2020,kõta,Araujo2012,kɔ̃ta,Cosme2014,kontɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,konte,Biagui2012,konta,JacobsHoyer2018,ngwenda,Schwegler1996,kunta,Diccionario2008,konta,Sippola2011,kunta,DeCastro2019,kõt,Tobler 1983,kõnte,Barthèlemi 2007,kõte,Valdman et al. 1999,kõte,Wittmann 1973,kɔ̃te,Barbotin & Tourenux 2000,kɔ̃te,Confiant 2007,kɔ̃te,Mondesir 1992,kõte,Wittmann 1973,,,kɔ̃te,"Michaelis, Rosalie & Muhme 2009"
cut,impact,kuɾtaɾ,cortar,kupe,koɾta,Clements2011,koɾta,Clements2011,koɾta,Clements2012,koɾtaː,Clements2012,kɔɾta,Clements2012,korta,BaxterSilva2004,koɾta̜,FernandesBaxter2001,ɾapa,Maurer2011,koɾtɐ,Quint1998,koɾta,Baptista2019,koɾta,Baptista2019,koɾta,Baptista2019,koɾta,Baptista2019,kɔta,Bandeira2017,kuːta,Bandeira2017,kɔta,Araujo2012,kɔta,Bandeira2017,kɔrtɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,korta,Biagui2012,kɔɾta,JacobsHoyer2018,kotta,Schwegler2013,kulta,Diccionario2008,koɾta,Sippola2011,kuɻta,DeCastro2019,kupe,Tobler 1983,kupe,Barthèlemi 2007,kupe,Valdman et al. 1999,kupe,Wittmann 1973,kupe,Barbotin & Tourenux 2000,kupe,Confiant 2007,kupe,Mondesir 1992,kupe,Wittmann 1973,,,kupe,"Michaelis, Rosalie & Muhme 2009"
